City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,76.95,75,96,6.85,light rain
467,Clemson,US,34.6834,-82.8374,75.0,28,1,10.36,clear sky
468,Yenagoa,NG,4.9247,6.2642,79.97,88,100,4.54,overcast clouds
469,Saint-Leu,RE,-21.15,55.2833,77.0,78,0,5.75,clear sky
470,Alyangula,AU,-13.8483,136.4192,71.6,100,23,4.76,few clouds
471,Frankfort,ZA,-27.2667,28.4833,63.81,34,5,6.98,clear sky
472,Kendari,ID,-3.945,122.4989,73.44,92,100,2.73,overcast clouds
473,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.2,75,1,14.97,clear sky
474,Kawambwa,ZM,-9.7915,29.0791,62.2,94,99,4.23,light rain
475,Cockburn Town,TC,21.4612,-71.1419,78.8,53,20,6.91,few clouds
476,Along,IN,28.1667,94.7667,65.46,79,100,2.89,moderate rain
477,Aban,RU,56.67,96.06,35.91,91,99,14.23,overcast clouds
478,Orsha,BY,54.5153,30.4053,49.24,89,98,15.26,overcast clouds
479,Benbrook,US,32.6732,-97.4606,61.0,67,90,9.22,moderate rain
480,Labuhan,ID,-6.8844,112.2051,76.75,87,86,5.37,overcast clouds
481,Kloulklubed,PW,7.0419,134.2556,75.2,94,90,39.12,heavy intensity rain
482,Mahanoro,MG,-19.9,48.8,75.76,86,98,3.36,overcast clouds
483,Iqaluit,CA,63.7506,-68.5145,6.8,72,75,20.71,broken clouds
484,Rocha,UY,-34.4833,-54.3333,70.43,82,35,8.05,scattered clouds
485,Ardakan,IR,32.31,54.0175,71.6,28,0,9.22,clear sky
486,Trairi,BR,-3.2778,-39.2689,81.19,79,100,10.96,overcast clouds
487,Burgeo,CA,47.6167,-57.6152,42.78,65,100,4.72,overcast clouds
488,Russell,US,32.3502,-85.1999,73.4,68,90,4.61,overcast clouds
489,Ahipara,NZ,-35.1667,173.1667,62.51,82,1,6.06,clear sky
490,Suixi,CN,33.8907,116.7747,50.86,67,57,8.9,broken clouds
491,Sakakah,SA,29.9697,40.2064,75.2,12,0,10.36,clear sky
492,Grand Gaube,MU,-20.0064,57.6608,78.01,86,76,5.99,light rain
493,Knappskog,NO,60.3819,5.0558,42.8,61,0,0.51,clear sky
494,Svetlogorsk,BY,52.6333,29.7333,44.82,94,63,6.11,broken clouds
495,Arlit,NE,18.7369,7.3853,88.59,6,4,3.67,clear sky
496,Ursulo Galvan,MX,22.7333,-98.3,90.0,74,75,6.91,broken clouds
497,Tarakan,ID,3.3,117.6333,77.0,94,40,4.61,scattered clouds
498,Mapiri,BO,-15.25,-68.1667,80.49,68,76,2.19,broken clouds
499,Forestville,US,38.8451,-76.875,64.4,39,75,13.8,broken clouds
500,Shihezi,CN,44.3,86.0333,54.25,24,0,6.35,clear sky
501,Newport,GB,51.5877,-2.9984,45.0,52,20,6.91,few clouds
502,Muros,ES,42.7762,-9.0603,63.0,51,7,1.99,clear sky
503,Chinsali,ZM,-10.5414,32.0816,62.65,87,100,7.45,overcast clouds
504,Dingle,PH,10.9995,122.6711,76.32,89,100,5.06,moderate rain
505,Mehamn,NO,71.0357,27.8492,33.8,93,75,14.97,light snow
506,Dindori,IN,22.95,81.0833,71.35,40,39,4.38,scattered clouds
507,Prata,BR,-19.3072,-48.9242,84.49,36,88,5.59,overcast clouds
508,Arman,RU,59.7,150.1667,19.44,90,100,5.59,overcast clouds
509,Baisha,CN,26.5222,110.9311,60.37,98,100,0.11,light rain
510,Chor,PK,25.5167,69.7667,80.71,57,29,14.58,scattered clouds
511,Bainbridge,US,47.6262,-122.5212,70.0,39,1,5.75,clear sky
512,Marsh Harbour,BS,26.5412,-77.0636,74.79,61,5,10.87,clear sky
513,Batticaloa,LK,7.7102,81.6924,77.43,87,100,4.21,overcast clouds
514,Etchoropo,MX,26.7667,-109.6667,91.99,29,95,13.04,overcast clouds
515,Banjar,ID,-8.19,114.9675,78.8,94,40,4.61,scattered clouds
516,Margherita,IN,27.2833,95.6833,73.89,57,100,2.46,overcast clouds
517,Jiehu,CN,35.5428,118.455,49.75,49,88,6.35,overcast clouds
518,Dzilam Gonzalez,MX,21.2833,-88.9333,100.89,25,4,3.42,clear sky
519,Casteltermini,IT,37.5405,13.6445,51.01,91,100,3.98,overcast clouds
520,Padang,ID,-0.9492,100.3543,76.64,83,100,2.28,overcast clouds
521,Sereflikochisar,TR,38.9393,33.5386,58.24,47,75,5.95,broken clouds
522,Magistralnyy,RU,56.1725,107.4458,23.83,87,100,5.06,overcast clouds
523,Batagay-Alyta,RU,67.8006,130.4114,-12.5,94,68,6.04,broken clouds
524,Batemans Bay,AU,-35.7167,150.1833,57.0,77,51,3.0,broken clouds
525,Alta Floresta,BR,-9.8756,-56.0861,89.6,58,40,3.44,scattered clouds
526,Monkey Bay,MW,-14.0728,34.9201,73.96,68,87,11.81,overcast clouds
527,Marsa Matruh,EG,31.3525,27.2453,66.2,59,0,9.22,clear sky
528,Sorong,ID,-0.8833,131.25,79.43,82,100,10.78,overcast clouds
529,Horsham,GB,51.064,-0.3272,42.01,70,0,6.91,clear sky
530,Pesochnoye,RU,58.006,39.1772,44.06,78,100,10.94,overcast clouds
531,Daru,PG,-9.0763,143.2092,77.45,86,46,10.25,scattered clouds
532,Bima,ID,-8.4667,118.7167,73.99,90,97,3.18,overcast clouds
533,Sayyan,YE,15.1718,44.3244,63.52,27,31,3.62,scattered clouds
534,La Ronge,CA,55.1001,-105.2842,51.8,34,1,10.36,clear sky
535,Magole,TZ,-6.3667,37.3667,75.2,88,20,0.18,few clouds
536,Phan Thiet,VN,10.9333,108.1,77.59,84,45,2.73,scattered clouds
537,Nago,JP,26.5881,127.9761,68.0,83,75,3.44,broken clouds
538,Kholmogory,RU,64.2229,41.656,35.6,55,20,4.47,light rain
539,Lewisporte,CA,49.2499,-55.0482,33.8,69,75,25.32,broken clouds
540,Tecolutla,MX,20.4833,-97.0167,91.4,55,75,11.54,haze
541,San Rafael,AR,-34.6177,-68.3301,75.94,28,0,3.94,clear sky
542,Acapulco,MX,16.8634,-99.8901,86.0,66,40,10.36,scattered clouds
543,Gravdal,NO,68.1214,13.5031,41.0,87,40,3.44,scattered clouds
544,Adrar,MR,20.5022,-10.0711,83.05,18,23,10.63,few clouds
545,Isangel,VU,-19.55,169.2667,79.16,85,10,5.41,clear sky
546,Fort Frances,CA,48.5999,-93.4003,48.2,49,1,11.5,clear sky
547,Ryotsu,JP,38.0833,138.4333,47.7,61,100,6.64,overcast clouds
548,Caucaia,BR,-3.7361,-38.6531,84.99,74,40,11.5,scattered clouds
549,Denpasar,ID,-8.65,115.2167,78.8,94,40,4.61,scattered clouds
550,Mogadishu,SO,2.0371,45.3438,82.4,72,98,14.79,overcast clouds
551,Saldanha,ZA,-33.0117,17.9442,66.51,74,24,15.82,few clouds
552,Lastoursville,GA,-0.8143,12.7287,73.69,97,100,2.35,moderate rain
553,Vestmannaeyjar,IS,63.4427,-20.2734,46.78,95,100,31.88,overcast clouds
554,Laukaa,RU,58.7372,29.8453,39.18,71,99,10.16,overcast clouds
555,Olovyannaya,RU,50.95,115.5667,27.79,39,17,6.62,few clouds
556,Soe,ID,-9.8607,124.284,61.0,77,81,4.16,broken clouds
557,Ostrovnoy,RU,68.0531,39.5131,24.39,92,97,4.68,overcast clouds
558,Voyvozh,RU,62.892,54.9635,29.46,78,7,6.87,clear sky
559,Kant,IN,27.8,79.8,84.25,13,61,6.44,broken clouds
560,Medveditskiy,RU,50.7852,44.7129,55.94,55,100,3.56,overcast clouds
561,Lhokseumawe,ID,5.1801,97.1507,78.22,84,68,4.38,broken clouds
562,Tahoua,NE,14.8888,5.2692,96.8,7,0,4.61,clear sky
563,Coronado,US,32.6859,-117.1831,66.0,48,75,12.66,broken clouds
564,Kirensk,RU,57.7853,108.1119,26.42,84,100,10.69,overcast clouds
565,Boromo,BF,11.75,-2.9333,98.15,18,36,0.36,scattered clouds
566,Ulcinj,ME,41.9294,19.2244,48.2,57,20,3.44,few clouds
567,Srednekolymsk,RU,67.45,153.6833,7.61,94,100,5.03,overcast clouds
568,Los Gatos,US,37.2266,-121.9747,72.0,37,1,4.61,clear sky
569,Yar-Sale,RU,66.8333,70.8333,-0.45,88,52,15.14,broken clouds
570,Agboville,CI,5.928,-4.2132,74.91,93,98,4.03,light rain
571,Sompeta,IN,18.9333,84.6,83.32,60,80,10.31,broken clouds
572,Traverse City,US,44.7631,-85.6206,39.2,87,90,14.97,overcast clouds
573,Sao Lourenco,BR,-22.1164,-45.0544,69.94,74,97,1.14,overcast clouds
574,Aranos,NA,-24.1333,19.1167,73.8,19,6,9.15,clear sky
575,Stuttgart,DE,48.7823,9.177,39.99,60,20,6.91,few clouds
576,Albanel,CA,48.8832,-72.4487,64.4,24,49,8.05,scattered clouds
577,Pilar,BR,-9.5972,-35.9567,80.6,78,20,8.05,few clouds
578,Staryy Nadym,RU,65.6118,72.6842,10.89,86,98,20.11,overcast clouds
579,Tornio,FI,65.8481,24.1466,32.0,86,0,3.44,clear sky
580,Mirandola,IT,44.8868,11.0662,46.0,78,7,1.01,clear sky
581,Grants,US,35.1473,-107.8514,64.4,7,1,23.02,clear sky
582,Dinguiraye,GN,11.3,-10.7167,92.82,24,85,2.57,overcast clouds
583,Saint Anthony,US,45.0205,-93.218,50.0,57,75,10.36,broken clouds
584,Qui Nhon,VN,13.7667,109.2333,79.3,77,96,6.33,overcast clouds
585,Ondjiva,AO,-17.0667,15.7333,68.59,42,4,7.23,clear sky
586,Balotra,IN,25.8333,72.2333,82.65,41,80,8.86,broken clouds
587,Cedar City,US,37.6775,-113.0619,46.99,56,75,4.61,broken clouds
588,Hay River,CA,60.8156,-115.7999,53.6,35,59,10.36,broken clouds
589,Shchelkun,RU,56.3034,60.9483,46.4,57,0,4.47,clear sky
590,Erdenet,MN,49.0333,104.0833,18.23,80,19,3.6,few clouds
591,Bambanglipuro,ID,-7.95,110.2833,75.92,87,96,2.3,overcast clouds
592,Klyuchi,RU,52.2667,79.1667,49.53,76,5,6.15,clear sky
593,Garden City,US,42.3256,-83.331,48.2,61,75,10.36,broken clouds
594,Nizwa,OM,22.9333,57.5333,82.08,18,0,1.36,clear sky
595,Nanuque,BR,-17.8392,-40.3539,75.96,61,100,10.0,overcast clouds
596,Esso,RU,55.9333,158.7,25.93,95,100,4.18,snow
597,Yanam,IN,16.7333,82.2167,75.83,87,7,2.46,clear sky
598,Luau,AO,-10.7073,22.2247,64.69,93,100,3.13,overcast clouds
599,Altay,CN,47.8667,88.1167,42.51,39,0,6.49,clear sky
600,Cheney,US,47.4874,-117.5758,66.0,25,20,14.97,few clouds
601,Lachi,PK,33.3833,71.3386,66.2,77,75,6.91,light rain
602,Faya,SA,18.3851,42.4509,66.2,48,40,11.5,scattered clouds
603,Porto Nacional,BR,-10.7081,-48.4172,86.0,70,40,8.05,scattered clouds
604,Qaqortoq,GL,60.7167,-46.0333,35.6,44,75,14.97,broken clouds
605,Pozo Colorado,PY,-23.4923,-58.7972,96.57,25,70,4.9,broken clouds
606,Belaya Gora,RU,68.5333,146.4167,-14.57,100,100,1.39,overcast clouds
607,Lakhimpur,IN,27.95,80.7667,81.79,14,41,6.49,scattered clouds
608,Miyako,JP,39.6367,141.9525,41.34,64,100,4.61,overcast clouds
609,Aswan,EG,24.0934,32.907,80.13,12,0,10.02,clear sky
610,Bubaque,GW,11.2833,-15.8333,77.45,73,43,17.52,scattered clouds
611,Carutapera,BR,-1.195,-46.02,78.93,90,100,7.7,light rain
612,Springbok,ZA,-29.6643,17.8865,77.4,21,86,5.46,overcast clouds
613,Abilene,US,32.4487,-99.7331,57.2,94,90,5.75,moderate rain
614,Puerto Berrio,CO,6.4916,-74.4033,94.14,44,78,1.61,broken clouds
615,Shiyan,CN,32.6475,110.7781,58.59,50,100,4.85,light rain
616,Quelimane,MZ,-17.8786,36.8883,77.0,83,20,4.61,few clouds
617,Abha,SA,18.2164,42.5053,66.2,48,40,11.5,scattered clouds
618,Mathbaria,BD,22.2876,89.9593,81.18,75,100,11.79,overcast clouds
619,Alofi,NU,-19.0595,-169.9187,75.2,88,23,1.14,few clouds
620,Merauke,ID,-8.4667,140.3333,77.04,86,47,10.47,scattered clouds
621,Terney,RU,45.0503,136.6092,36.57,67,100,2.3,overcast clouds
622,Larsnes,NO,62.2028,5.5773,41.0,81,0,1.14,clear sky
623,Patti,IN,31.2808,74.8572,73.4,53,75,17.27,smoke
624,Salinopolis,BR,-0.6136,-47.3561,80.6,84,99,11.18,moderate rain
625,Vallenar,CL,-28.5708,-70.7581,81.57,34,75,8.3,broken clouds
626,Aosta,IT,45.7667,7.4167,39.99,63,100,3.0,snow
627,Ajdabiya,LY,30.7554,20.2263,67.14,53,16,7.18,few clouds
628,Seminole,US,28.7086,-81.2081,86.0,45,40,16.11,scattered clouds
629,Makakilo City,US,21.3469,-158.0858,78.8,57,1,8.05,clear sky
630,Kualakapuas,ID,-3.0091,114.3876,75.2,100,75,2.3,broken clouds
631,Changde,CN,29.0464,111.6783,61.03,89,72,0.87,light rain
632,Thinadhoo,MV,0.5333,72.9333,82.92,67,48,7.72,scattered clouds
633,Japura,ID,-0.3167,102.35,72.97,98,100,3.2,overcast clouds
634,Akhnur,IN,32.8667,74.7333,73.4,53,40,4.61,smoke
635,Comodoro Rivadavia,AR,-45.8667,-67.5,69.8,30,0,12.66,clear sky
636,Hvolsvollur,IS,63.7533,-20.2243,46.99,99,100,23.0,overcast clouds
637,Gamboula,CF,4.1178,15.1393,75.7,63,1,3.22,clear sky
638,Fortuna,US,40.5982,-124.1573,62.01,72,1,12.66,clear sky
639,Gold Coast,AU,-28.0,153.4333,64.99,82,4,4.61,clear sky
640,Kotaparh,IN,19.15,82.35,73.27,52,7,2.57,clear sky
641,Pirenopolis,BR,-15.8525,-48.9592,80.6,47,40,5.75,scattered clouds
642,Chardara,KZ,41.2547,67.9692,62.06,49,33,9.64,scattered clouds
643,Vandra,EE,58.6481,25.0361,39.0,53,90,3.0,overcast clouds
644,Tanete,ID,-3.9443,119.7848,73.22,94,99,2.42,overcast clouds
645,Jining,CN,35.405,116.5814,47.52,19,94,8.12,overcast clouds
646,Kizilskoye,RU,52.7255,58.8937,48.9,60,31,2.75,scattered clouds
647,Nybro,SE,56.7446,15.9071,39.2,65,91,10.36,overcast clouds
648,Kuching,MY,1.55,110.3333,75.2,94,20,2.3,few clouds
649,Luganville,VU,-15.5333,167.1667,81.23,76,40,6.13,scattered clouds
650,Kropotkin,RU,45.4375,40.5756,50.59,82,57,6.76,broken clouds
651,Taian,CN,36.1853,117.12,46.56,30,33,5.46,scattered clouds
652,Viedma,AR,-40.8135,-62.9967,68.86,49,0,10.45,clear sky
653,Sangar,RU,63.9242,127.4739,1.36,99,92,2.04,overcast clouds
654,Dilla,ET,6.41,38.31,64.11,87,100,1.39,light rain
655,Camargo,MX,27.6667,-105.1667,86.67,6,100,13.04,overcast clouds
656,Tocopilla,CL,-22.092,-70.1979,69.17,69,20,6.49,few clouds
657,Waddan,LY,29.1614,16.139,75.94,19,68,15.32,broken clouds
658,Phalaborwa,ZA,-23.943,31.1411,73.4,68,6,4.61,clear sky
659,Brive-La-Gaillarde,FR,45.25,1.5,42.01,18,5,3.0,clear sky
660,Mitu,CO,1.1983,-70.1733,80.74,83,94,1.74,overcast clouds
661,Gizo,SB,-8.103,156.8419,82.27,77,89,7.38,overcast clouds
662,Texistepeque,SV,14.1333,-89.5,86.0,58,75,4.0,broken clouds
663,Vale,GE,41.6156,42.8722,44.71,78,85,1.28,overcast clouds
664,Nyrob,RU,60.733,56.7202,28.4,90,8,3.74,clear sky
665,Machali,CL,-34.1833,-70.6667,77.0,38,0,9.22,clear sky
666,Koutsouras,GR,35.0339,25.9469,62.02,73,100,4.5,overcast clouds
667,Werda,BW,-25.2667,23.2833,76.71,27,6,4.56,clear sky
668,Durres,AL,41.3231,19.4414,46.4,76,0,6.35,clear sky
669,Lianzhou,CN,24.7811,112.3825,66.56,97,100,2.42,light rain
670,Alice Springs,AU,-23.7,133.8833,60.8,63,90,6.91,overcast clouds
671,Edd,ER,13.9297,41.6925,83.16,67,8,4.76,clear sky
672,Broken Hill,AU,-31.95,141.4333,51.8,58,100,6.91,overcast clouds
673,Baikunthpur,IN,23.25,82.55,75.06,31,89,6.4,overcast clouds
674,Judayta,JO,32.4079,35.708,68.0,34,0,3.65,clear sky
675,Hambantota,LK,6.1241,81.1185,77.0,100,40,2.3,scattered clouds
676,Sumbawanga,TZ,-7.9667,31.6167,64.4,94,20,6.91,moderate rain
677,Eskisehir,TR,39.7767,30.5206,57.99,62,75,4.61,broken clouds
678,Usukhchay,RU,41.4225,47.9132,51.8,82,96,6.91,overcast clouds
679,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,68.36,89,100,3.09,overcast clouds
680,Margate,GB,51.3813,1.3862,46.99,69,20,4.0,few clouds
681,Yeppoon,AU,-23.1333,150.7333,62.6,88,4,4.09,clear sky
682,Porcia,IT,45.96,12.6072,48.99,66,40,3.44,scattered clouds
683,La Union,PE,-5.4,-80.75,85.23,44,70,13.2,broken clouds
684,Placido De Castro,BR,-10.3353,-67.1856,82.98,75,100,2.1,overcast clouds
685,Harper,LR,4.375,-7.7169,81.79,77,85,7.92,overcast clouds
686,Safakulevo,RU,54.9901,62.5442,51.93,69,84,6.13,broken clouds
687,Mandalgovi,MN,45.7625,106.2708,23.65,56,15,11.63,few clouds
688,Sumbe,AO,-11.2061,13.8437,80.51,82,20,7.11,few clouds
689,Puerto Del Rosario,ES,28.5004,-13.8627,69.8,60,40,17.27,scattered clouds
690,Bijie,CN,27.3125,105.2942,50.67,92,100,4.14,overcast clouds
691,Kragujevac,RS,44.0167,20.9167,37.4,81,0,2.3,clear sky
692,Aksarka,RU,66.5606,67.7975,8.04,75,16,17.02,few clouds
693,Mikhaylov,RU,54.2292,39.0186,53.92,76,100,5.23,moderate rain
694,Kismayo,SO,-0.3582,42.5454,83.03,77,85,11.92,overcast clouds
695,Nakhon Phanom,TH,17.3333,104.4167,76.12,79,13,4.54,few clouds
696,Crixas,BR,-14.5489,-49.9692,84.07,64,95,3.87,overcast clouds
697,Brownsville,US,25.9018,-97.4975,84.2,65,90,10.36,overcast clouds
