City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
378,High Level,CA,2021-04-13 19:25:24,58.5169,-117.136,42.8,42,75,6.91
379,Luderitz,NA,2021-04-13 19:25:24,-26.6481,15.1594,79.72,33,1,6.64
380,Masalli,KR,2021-04-13 19:25:25,34.7959,126.6553,44.6,61,100,13.8
381,Tual,ID,2021-04-13 19:25:25,-5.6667,132.75,82.67,73,71,10.94
382,Corinto,GR,2021-04-13 19:21:16,37.9407,22.9573,59.0,47,96,6.55
383,Ranau,MY,2021-04-13 19:25:25,5.9538,116.6641,77.0,88,20,5.75
384,Harper,LR,2021-04-13 19:25:26,4.375,-7.7169,81.63,81,100,8.52
385,Xai-Xai,MZ,2021-04-13 19:25:26,-25.0519,33.6442,72.03,85,4,7.09
386,Chimoio,MZ,2021-04-13 19:25:26,-19.1164,33.4833,68.0,88,20,4.61
387,Sukhodol,RU,2021-04-13 19:25:27,53.9006,51.2117,52.61,73,65,5.82
388,Geraldton,AU,2021-04-13 19:25:27,-28.7667,114.6,57.2,77,0,9.22
389,Dalbandin,PK,2021-04-13 19:25:27,28.8947,64.4101,79.54,17,100,5.97
390,Port Lincoln,AU,2021-04-13 19:25:28,-34.7333,135.8667,61.43,70,0,17.34
391,Laguna,US,2021-04-13 19:25:28,38.421,-121.4238,71.01,34,1,10.36
392,Dongkan,CN,2021-04-13 19:25:28,33.9997,119.8308,45.03,70,100,3.74
393,Jalu,LY,2021-04-13 19:25:29,29.0331,21.5482,76.08,14,100,11.36
394,Fairbanks,US,2021-04-13 19:23:14,64.8378,-147.7164,39.2,64,20,1.36
395,Amudat,UG,2021-04-13 19:25:29,1.95,34.95,71.29,69,100,0.87
396,Trinidad,BO,2021-04-13 19:25:29,-14.8333,-64.9,84.2,65,20,9.22
397,Port Macquarie,AU,2021-04-13 19:23:50,-31.4333,152.9167,51.01,96,4,1.01
398,Eyemouth,GB,2021-04-13 19:25:30,55.8713,-2.0901,46.0,75,18,7.96
399,Neiafu,TO,2021-04-13 19:25:30,-18.65,-173.9833,71.6,88,20,12.39
400,Chumphon,TH,2021-04-13 19:25:14,10.3333,98.8333,72.77,89,100,0.89
401,Petropavlovsk-Kamchatskiy,RU,2021-04-13 19:25:31,53.0452,158.6483,32.0,100,75,2.48
402,Blackpool,GB,2021-04-13 19:25:31,53.8167,-3.05,46.4,81,0,5.75
403,Chihuahua,MX,2021-04-13 19:25:31,28.5,-106.0,82.4,6,1,6.91
404,Fukue,JP,2021-04-13 19:25:32,32.6881,128.8419,53.13,63,100,26.82
405,Brazzaville,CG,2021-04-13 19:24:35,-4.2658,15.2832,77.0,83,20,4.61
406,Tigil,RU,2021-04-13 19:25:32,57.8,158.6667,3.47,93,100,3.2
407,Yeovil,GB,2021-04-13 19:21:11,50.9416,-2.6321,46.4,76,40,4.61
408,North Bend,US,2021-04-13 19:25:32,43.4065,-124.2243,63.0,44,1,10.36
409,Milyutinskaya,RU,2021-04-13 19:25:33,48.6279,41.6679,55.42,83,99,7.36
410,Mugumu,TZ,2021-04-13 19:25:33,-1.85,34.7,61.92,94,99,1.68
411,Vila Franca Do Campo,PT,2021-04-13 19:25:33,37.7167,-25.4333,62.6,88,40,17.27
412,Samana,DO,2021-04-13 19:25:34,19.2056,-69.3369,87.8,62,75,9.22
413,Rio Gallegos,AR,2021-04-13 19:25:34,-51.6226,-69.2181,53.6,82,90,23.02
414,Solginskiy,RU,2021-04-13 19:25:34,61.05,41.3428,49.96,93,100,7.23
415,Cabra,ES,2021-04-13 19:25:35,37.4725,-4.4421,68.0,49,0,3.44
416,Tautira,PF,2021-04-13 19:25:35,-17.7333,-149.15,82.4,65,75,11.5
417,Gornyye Klyuchi,RU,2021-04-13 19:25:35,45.25,133.5,27.18,58,0,7.99
418,Eureka,US,2021-04-13 19:25:35,40.8021,-124.1637,60.01,59,2,4.0
419,Verkhoyansk,RU,2021-04-13 19:25:36,67.5447,133.385,-11.96,100,96,1.12
420,Goba,ET,2021-04-13 19:25:36,7.0167,39.9833,51.44,80,13,4.76
421,Presidencia Roque Saenz Pena,AR,2021-04-13 19:25:36,-26.7852,-60.4388,77.0,58,100,1.99
422,Maragogi,BR,2021-04-13 19:25:37,-9.0122,-35.2225,80.76,79,100,7.31
423,Datong,CN,2021-04-13 19:25:37,40.0936,113.2914,38.66,28,0,5.5
424,Najran,SA,2021-04-13 19:25:37,17.4924,44.1277,82.4,26,40,3.38
425,Teeli,RU,2021-04-13 19:25:38,51.0333,90.2333,33.28,62,1,1.48
426,Odweyne,SO,2021-04-13 19:25:38,9.4092,45.064,78.04,44,38,7.02
427,Lhokseumawe,ID,2021-04-13 19:25:38,5.1801,97.1507,78.1,84,89,5.53
428,Shakiso,ET,2021-04-13 19:25:39,5.75,38.9167,63.36,79,100,2.44
429,Urucui,BR,2021-04-13 19:25:39,-7.2294,-44.5561,85.59,63,100,3.42
430,Guarapari,BR,2021-04-13 19:25:39,-20.6667,-40.4975,80.01,65,0,14.97
431,Moron,AR,2021-04-13 19:25:40,-34.6534,-58.6198,78.8,38,0,4.61
432,Palauig,PH,2021-04-13 19:25:40,15.435,119.9045,79.81,76,29,3.11
433,Jijiga,ET,2021-04-13 19:25:40,9.35,42.8,69.62,63,25,4.54
434,Hervey Bay,AU,2021-04-13 19:25:40,-25.2986,152.8535,61.0,82,17,8.05
435,Chara,RU,2021-04-13 19:25:41,56.9064,118.2631,4.91,73,100,0.94
436,Kortkeros,RU,2021-04-13 19:25:41,61.8106,51.5806,50.0,66,0,8.95
437,Grindavik,IS,2021-04-13 19:25:41,63.8424,-22.4338,44.6,81,40,10.36
438,Kirakira,SB,2021-04-13 19:25:09,-10.4544,161.9205,78.31,85,100,4.38
439,Salalah,OM,2021-04-13 19:25:42,17.0151,54.0924,82.4,69,0,4.61
440,Port Moresby,PG,2021-04-13 19:25:42,-9.4431,147.1797,68.0,100,20,3.44
441,Villaviciosa,ES,2021-04-13 19:25:42,43.4813,-5.4357,55.0,65,29,8.77
442,Ada,US,2021-04-13 19:21:33,43.4166,-116.1262,52.0,24,1,9.22
443,Augusto Correa,BR,2021-04-13 19:25:43,-1.0217,-46.635,80.13,90,100,5.37
444,Cabedelo,BR,2021-04-13 19:25:43,-6.9811,-34.8339,82.4,89,75,13.8
445,Calama,CL,2021-04-13 19:25:43,-22.4667,-68.9333,77.0,8,0,23.02
446,Zunyi,CN,2021-04-13 19:25:44,27.6867,106.9072,55.98,94,100,5.06
447,Kot Diji,PK,2021-04-13 19:25:44,27.3427,68.7083,82.4,44,100,5.41
448,Farah,AF,2021-04-13 19:25:44,32.5,62.5,70.41,25,100,1.66
449,Dutlwe,BW,2021-04-13 19:25:45,-23.9833,23.9,69.62,29,0,7.81
450,Porto Novo,BJ,2021-04-13 19:25:45,6.4965,2.6036,86.0,74,40,12.66
451,Muana,BR,2021-04-13 19:25:46,-1.5283,-49.2167,86.14,65,100,6.08
452,Ritchie,ZA,2021-04-13 19:25:46,-29.038,24.6028,66.2,52,3,4.61
453,Nicoya,CR,2021-04-13 19:25:46,10.1483,-85.452,95.0,41,40,14.97
454,Storforshei,NO,2021-04-13 19:25:46,66.4043,14.5233,32.0,74,75,5.75
455,Leshukonskoye,RU,2021-04-13 19:25:47,64.8989,45.7622,43.72,91,90,7.74
456,Bosaso,SO,2021-04-13 19:25:47,11.2842,49.1816,80.06,69,5,2.3
457,Coahuayana,MX,2021-04-13 19:25:47,18.7333,-103.6833,80.6,61,75,8.23
458,Floriano,BR,2021-04-13 19:25:48,-6.7669,-43.0225,87.76,56,94,8.12
459,Camocim,BR,2021-04-13 19:25:48,-2.9022,-40.8411,80.55,83,77,12.62
460,Mount Gambier,AU,2021-04-13 19:23:25,-37.8333,140.7667,55.4,88,40,13.8
461,Kunda,IN,2021-04-13 19:25:49,25.7167,81.5167,85.95,9,0,4.83
462,Robertsport,LR,2021-04-13 19:25:49,6.7533,-11.3686,82.47,81,52,10.58
463,Adrar,MR,2021-04-13 19:25:49,20.5022,-10.0711,89.55,13,14,10.29
464,Wenceslau Braz,BR,2021-04-13 19:25:49,-23.8739,-49.8028,75.99,51,99,4.0
465,Camana,PE,2021-04-13 19:25:50,-16.6228,-72.7111,71.82,71,98,6.76
466,Tecoanapa,MX,2021-04-13 19:25:50,16.5167,-98.75,85.3,57,0,11.03
467,De-Kastri,RU,2021-04-13 19:25:51,51.4667,140.7833,22.35,92,100,15.97
468,New Haven,US,2021-04-13 19:25:51,41.4001,-72.9329,64.4,39,75,6.91
469,Pringsewu,ID,2021-04-13 19:25:51,-5.3582,104.9744,72.3,98,100,2.98
470,Sorong,ID,2021-04-13 19:25:51,-0.8833,131.25,78.58,84,100,7.72
471,Maningrida,AU,2021-04-13 19:25:52,-12.0667,134.2667,72.52,76,83,6.15
472,Noumea,NC,2021-04-13 19:25:52,-22.2763,166.4572,77.0,94,90,3.44
473,Henties Bay,NA,2021-04-13 19:25:52,-22.116,14.2845,80.49,38,2,9.31
474,Puro,PH,2021-04-13 19:25:53,12.4841,123.3827,79.72,81,100,6.73
475,Kovdor,RU,2021-04-13 19:25:53,67.5662,30.4758,31.51,96,100,10.89
476,Tutoia,BR,2021-04-13 19:25:53,-2.7619,-42.2744,86.0,74,75,13.8
477,Unguia,CO,2021-04-13 19:25:54,8.0434,-77.0945,88.84,66,100,5.21
478,Rocha,UY,2021-04-13 19:25:54,-34.4833,-54.3333,71.53,55,0,5.7
479,Tayginka,RU,2021-04-13 19:25:54,55.6244,60.5076,46.29,91,9,3.58
480,Coquimbo,CL,2021-04-13 19:25:55,-29.9533,-71.3436,59.0,82,40,13.8
481,Shingu,JP,2021-04-13 19:25:55,33.7333,135.9833,62.91,95,78,5.08
482,Eyl,SO,2021-04-13 19:25:55,7.9803,49.8164,79.95,73,53,12.82
483,Buchanan,LR,2021-04-13 19:25:55,5.8808,-10.0467,84.2,84,75,11.5
484,Blagoveshchensk,RU,2021-04-13 19:25:56,50.2667,127.5333,17.6,62,40,4.47
485,Marshfield,US,2021-04-13 19:22:23,44.6689,-90.1718,37.99,69,90,10.36
486,Nioro,GM,2021-04-13 19:25:56,13.35,-15.75,97.34,14,0,9.62
487,Iralaya,HN,2021-04-13 19:25:57,15.0,-83.2333,89.6,70,40,10.36
488,Sioux Lookout,CA,2021-04-13 19:21:44,50.1001,-91.917,35.6,100,90,6.91
489,Kiknur,RU,2021-04-13 19:25:57,57.3034,47.2011,42.87,87,61,8.43
490,San Juan,AR,2021-04-13 19:25:57,-31.5375,-68.5364,81.84,18,0,5.23
491,Kosh-Agach,RU,2021-04-13 19:25:58,50.0,88.6667,21.69,69,0,7.49
492,Port Shepstone,ZA,2021-04-13 19:25:58,-30.7414,30.455,73.0,87,86,6.13
493,Bandarbeyla,SO,2021-04-13 19:25:58,9.4942,50.8122,79.88,74,13,10.76
494,Muros,ES,2021-04-13 19:25:59,42.7762,-9.0603,61.0,79,100,4.88
495,Havelock,US,2021-04-13 19:25:35,34.8791,-76.9013,70.0,52,90,13.8
496,Vaitape,PF,2021-04-13 19:25:59,-16.5167,-151.75,80.78,73,99,11.03
497,Lyngseidet,NO,2021-04-13 19:22:11,69.5763,20.2189,33.8,55,75,12.66
498,Honiara,SB,2021-04-13 19:25:15,-9.4333,159.95,76.08,87,100,3.11
499,Shimoda,JP,2021-04-13 19:26:00,34.6667,138.95,59.0,100,75,2.3
500,La Union,PE,2021-04-13 19:26:00,-5.4,-80.75,85.17,43,100,11.7
501,Hukuntsi,BW,2021-04-13 19:26:00,-24.0,21.75,71.74,24,0,10.09
502,Harnosand,SE,2021-04-13 19:26:01,62.6323,17.9379,33.8,80,20,6.91
503,Puerto Escondido,MX,2021-04-13 19:23:13,15.85,-97.0667,87.8,74,1,9.22
504,Kerema,PG,2021-04-13 19:26:01,-7.9631,145.7785,75.07,82,22,4.29
505,Emilio Carranza,MX,2021-04-13 19:26:02,19.9711,-96.6114,89.65,47,0,12.95
506,Milkovo,RU,2021-04-13 19:26:02,54.7167,158.6167,23.34,83,100,1.83
507,Logrono,ES,2021-04-13 19:26:02,42.4667,-2.45,55.99,62,0,2.3
508,Bentong,MY,2021-04-13 19:26:03,3.5181,101.9079,77.0,99,62,1.23
509,Corowa,AU,2021-04-13 19:26:03,-36.0333,146.3833,59.0,65,100,5.48
510,Asuncion,PY,2021-04-13 19:26:03,-25.3007,-57.6359,82.4,54,0,5.75
511,Januaria,BR,2021-04-13 19:26:04,-15.4833,-44.3667,93.56,26,11,3.6
512,Korla,CN,2021-04-13 19:26:04,41.7597,86.1469,55.85,32,99,5.26
513,Catamarca,AR,2021-04-13 19:26:04,-28.4696,-65.7852,77.0,57,9,3.18
514,Linkoping,SE,2021-04-13 19:26:04,58.4109,15.6216,39.2,70,90,5.75
515,Taltal,CL,2021-04-13 19:26:05,-25.4,-70.4833,68.65,69,24,5.08
516,Walvis Bay,NA,2021-04-13 19:26:05,-22.9575,14.5053,86.0,19,0,11.5
517,Oranjemund,NA,2021-04-13 19:26:05,-28.55,16.4333,72.5,48,0,2.84
518,Kerchevskiy,RU,2021-04-13 19:26:06,59.946,56.2884,44.31,95,100,7.9
519,Finschhafen,PG,2021-04-13 19:23:10,-6.6024,147.8681,77.56,82,69,8.19
520,Sri Aman,MY,2021-04-13 19:26:06,1.2376,111.4621,75.2,94,98,1.54
521,Abhar,IR,2021-04-13 19:26:06,36.1468,49.218,57.42,31,5,7.16
522,Mattawa,US,2021-04-13 19:26:07,46.7379,-119.9028,59.0,18,40,25.32
523,Peniche,PT,2021-04-13 19:26:07,39.3558,-9.3811,62.01,90,100,5.99
524,Trairi,BR,2021-04-13 19:26:07,-3.2778,-39.2689,79.59,86,100,6.96
525,Duku,NG,2021-04-13 19:26:08,11.2361,4.9073,93.87,5,3,5.91
526,Inhambane,MZ,2021-04-13 19:26:08,-23.865,35.3833,73.67,78,0,7.67
527,Necochea,AR,2021-04-13 19:26:08,-38.5473,-58.7368,75.99,45,0,4.7
528,Khasan,RU,2021-04-13 19:26:09,42.4308,130.6434,35.31,40,100,7.49
529,Payo,ID,2021-04-13 19:26:09,-3.7508,103.6372,71.53,96,100,1.59
530,Conde,BR,2021-04-13 19:23:18,-7.2597,-34.9075,82.4,89,75,13.8
531,Esperance,AU,2021-04-13 19:26:10,-33.8667,121.9,53.6,94,90,6.91
532,Okha,RU,2021-04-13 19:26:10,53.5739,142.9478,28.98,97,100,21.68
533,Mandalgovi,MN,2021-04-13 19:26:10,45.7625,106.2708,38.37,40,90,7.72
534,Altea,ES,2021-04-13 19:26:11,38.5989,-0.0514,57.99,76,23,5.32
535,Pandan,PH,2021-04-13 19:26:11,14.0453,124.1694,78.24,88,55,6.24
536,Mabaruma,GY,2021-04-13 19:26:11,8.2,-59.7833,87.6,59,93,7.38
537,Mglin,RU,2021-04-13 19:26:12,53.0591,32.8475,52.12,87,99,0.54
538,Elat,IL,2021-04-13 19:26:12,29.5581,34.9482,69.8,26,0,9.22
539,Shafter,US,2021-04-13 19:26:12,35.5005,-119.2718,81.0,23,1,8.05
540,Koulamoutou,GA,2021-04-13 19:26:13,-1.1303,12.4736,74.14,96,100,2.51
541,Dakar,SN,2021-04-13 19:22:57,14.6937,-17.4441,71.6,73,0,16.11
542,Maceio,BR,2021-04-13 19:23:24,-9.6658,-35.7353,82.4,74,40,8.05
543,Willmar,US,2021-04-13 19:26:13,45.1219,-95.0433,33.8,75,40,19.57
544,Gunjur,GM,2021-04-13 19:26:13,13.2019,-16.7339,80.6,57,0,11.5
545,Dieppe,FR,2021-04-13 19:26:14,49.75,1.1667,44.6,45,0,6.91
546,Notodden,NO,2021-04-13 19:26:14,59.5594,9.2585,34.0,65,27,1.99
547,Port Hardy,CA,2021-04-13 19:26:14,50.6996,-127.4199,46.4,71,40,4.61
548,Belmonte,BR,2021-04-13 19:26:15,-15.8631,-38.8828,80.6,61,40,10.36
549,Ailigandi,PA,2021-04-13 19:26:15,9.2333,-78.0167,84.13,74,100,8.66
550,Bafoulabe,ML,2021-04-13 19:26:15,13.8065,-10.8321,103.86,12,5,5.12
551,General Roca,AR,2021-04-13 19:26:15,-39.0333,-67.5833,80.6,32,0,8.05
552,Berwick,US,2021-04-13 19:26:16,41.0545,-76.2333,63.0,38,92,4.9
553,Meulaboh,ID,2021-04-13 19:26:16,4.1363,96.1285,76.17,85,100,3.91
554,Carbonia,IT,2021-04-13 19:26:16,39.1672,8.5222,53.6,76,20,5.75
555,Mareeba,AU,2021-04-13 19:26:17,-17.0,145.4333,75.2,78,75,6.91
556,Rawson,AR,2021-04-13 19:25:07,-43.3002,-65.1023,76.26,34,0,12.62
557,Chau Doc,VN,2021-04-13 19:26:17,10.7,105.1167,80.82,77,61,4.36
558,Miri,MY,2021-04-13 19:26:18,4.4148,114.0089,78.01,88,40,2.3
559,Ust-Charyshskaya Pristan,RU,2021-04-13 19:26:18,52.3934,83.6635,28.62,93,50,4.92
560,Streator,US,2021-04-13 19:26:18,41.1209,-88.8354,55.4,38,1,17.27
561,Pervomayskiy,RU,2021-04-13 19:26:19,53.2485,40.2871,55.0,35,8,12.66
562,Sulangan,PH,2021-04-13 19:26:19,11.1373,123.7228,81.48,76,100,7.45
563,Coolum Beach,AU,2021-04-13 19:26:19,-26.5333,153.1,61.0,88,6,1.01
564,Mitsamiouli,KM,2021-04-13 19:26:19,-11.3847,43.2844,80.78,76,100,4.63
565,Yatou,CN,2021-04-13 19:26:20,37.15,122.3833,38.55,39,0,4.83
566,Vila,PT,2021-04-13 19:26:20,42.0304,-8.1588,55.99,86,100,3.0
567,Zhengjiatun,CN,2021-04-13 19:26:20,43.5064,123.5064,35.44,34,7,9.26
568,Matagami,CA,2021-04-13 19:26:21,49.7502,-77.6328,64.4,39,40,13.8
